Age,Gender,University,Department,Year,Current CGPA,Stress value,Anxiety value,Depression value
18-22,Male,Patuakhali Science and Technology University,Engineering - CS ,2,2.50 - 2.99,0.6739130434782605,0.7500000000000001,0.6878787878787879
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.5434782608695652,0.43333333333333335,0.4636363636363636
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,2.50 - 2.99,0.45652173913043476,0.9666666666666665,0.9060606060606061
18-22,Male,Islamic University of Technology (IUT),Engineering - EEE,1,Below 2.50,0.826086956521739,0.8000000000000002,1.0
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,3,3.80 - 4.00,0.8260869565217388,0.7333333333333334,0.7787878787878789
18-22,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,4,2.50 - 2.99,0.5217391304347825,0.3333333333333333,0.3333333333333333
18-22,Male,Bangladesh Agricultural University (BAU),Engineering - CS ,3,2.50 - 2.99,0.8804347826086956,0.9666666666666668,0.7848484848484851
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.00 - 3.39,0.5108695652173912,0.18333333333333332,0.42424242424242437
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,4,3.40 - 3.79,0.7173913043478258,0.8833333333333333,0.8333333333333335
18-22,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,2.50 - 2.99,0.793478260869565,0.55,0.6666666666666666
18-22,Female,Islamic University of Technology (IUT),Business and Entrepreneurship Studies,2,3.00 - 3.39,0.8695652173913041,0.7833333333333333,0.6606060606060606
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.5978260869565216,0.3,0.30303030303030304
18-22,Female,Rajshahi University of Engineering and Technology (RUET),Engineering - CS ,1,3.40 - 3.79,0.48913043478260865,0.6166666666666667,0.5909090909090909
23-26,Female,Rajshahi University of Engineering and Technology (RUET),Engineering - CS ,4,3.00 - 3.39,0.2826086956521738,0.26666666666666666,0.42424242424242425
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.00 - 3.39,0.5978260869565215,0.7333333333333334,0.9090909090909092
18-22,Male,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,1,3.40 - 3.79,0.5,0.3,0.37878787878787873
23-26,Male,Dhaka University (DU),Business and Entrepreneurship Studies,4,3.00 - 3.39,0.760869565217391,0.7833333333333333,0.5666666666666668
23-26,Male,Islamic University of Technology (IUT),Engineering - Civil Engineering ,4,3.00 - 3.39,0.5652173913043478,0.3333333333333333,0.3333333333333333
18-22,Male,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,1,Other,0.5869565217391304,0.9333333333333332,0.3939393939393939
18-22,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,4,3.40 - 3.79,0.25,0.3333333333333333,0.3333333333333333
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.8586956521739126,0.7666666666666666,0.35151515151515156
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,4,3.40 - 3.79,0.3260869565217391,0.19999999999999998,0.13636363636363635
27-30,Male,Dhaka University of Engineering and Technology (DUET),Engineering - Mechanical Engineering ,4,3.00 - 3.39,0.1956521739130434,0.7333333333333333,0.5000000000000001
18-22,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,2.50 - 2.99,0.28260869565217384,0.4000000000000001,0.3060606060606061
18-22,Male,East West University (EWU),Engineering - CS ,4,3.00 - 3.39,0.6195652173913043,0.3666666666666667,0.24848484848484848
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.40 - 3.79,0.5108695652173911,0.3166666666666667,0.26363636363636367
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - EEE,1,2.50 - 2.99,0.5,0.6666666666666666,0.45454545454545453
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.25,0.0,0.0
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.5217391304347825,0.65,0.5696969696969697
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.7065217391304347,0.6166666666666667,0.5606060606060607
18-22,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.3804347826086955,0.6166666666666667,0.5393939393939394
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.5434782608695652,0.9666666666666665,0.7151515151515153
23-26,Male,Islamic University of Technology (IUT),Engineering - CS ,0,3.80 - 4.00,0.684782608695652,0.3333333333333333,0.3060606060606061
23-26,Male,Bangladesh Agricultural University (BAU),Biological Sciences,4,3.80 - 4.00,0.434782608695652,0.39999999999999997,0.17272727272727276
18-22,Female,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,3.40 - 3.79,0.7282608695652172,0.6666666666666666,0.8030303030303029
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.5,0.3333333333333333,0.3333333333333333
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - EEE,0,3.80 - 4.00,0.5652173913043478,0.6333333333333334,0.3181818181818181
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.7391304347826084,0.9666666666666665,0.9696969696969698
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.467391304347826,0.7000000000000001,0.7424242424242425
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,2.50 - 2.99,0.15217391304347822,0.21666666666666667,0.196969696969697
18-22,Male,Patuakhali Science and Technology University,Engineering - CS ,1,3.00 - 3.39,0.43478260869565216,0.3333333333333333,0.0
23-26,Male,Islamic University of Technology (IUT),Engineering - CS ,0,3.40 - 3.79,0.4999999999999999,0.3333333333333333,0.3666666666666667
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.5108695652173911,0.5833333333333334,0.41818181818181827
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.22826086956521732,0.6666666666666666,0.6666666666666666
18-22,Female,Islamic University of Technology (IUT),Engineering - CS ,2,3.80 - 4.00,0.8369565217391302,0.9499999999999998,0.787878787878788
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.40217391304347827,0.4166666666666667,0.6030303030303031
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.40 - 3.79,0.43478260869565205,0.3,0.1606060606060606
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.0,0.0,0.0
18-22,Male,North South University (NSU),Engineering - CS ,4,3.40 - 3.79,0.7717391304347825,0.8833333333333334,0.4696969696969697
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.20652173913043473,0.7333333333333334,0.7121212121212122
23-26,Male,North South University (NSU),Engineering - CS ,4,Below 2.50,0.684782608695652,0.38333333333333336,0.2727272727272727
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,2.50 - 2.99,0.23913043478260865,0.08333333333333333,0.16666666666666666
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.4891304347826084,0.38333333333333336,0.578787878787879
18-22,Male,North South University (NSU),Engineering - CS ,1,3.80 - 4.00,0.7391304347826083,0.6166666666666668,0.33939393939393947
18-22,Male,Islamic University of Technology (IUT),Engineering - EEE,1,Other,0.7065217391304346,0.38333333333333347,0.3636363636363637
18-22,Female,East West University (EWU),Engineering - CS ,2,3.00 - 3.39,0.7934782608695651,0.85,0.6181818181818184
18-22,Male,BRAC University,Business and Entrepreneurship Studies,3,2.50 - 2.99,0.391304347826087,0.85,0.8878787878787879
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - Mechanical Engineering ,2,3.00 - 3.39,0.28260869565217384,0.2833333333333333,0.42727272727272725
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.48913043478260854,0.4166666666666667,0.26363636363636367
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - EEE,4,3.40 - 3.79,0.5,0.4500000000000001,0.2818181818181818
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.576086956521739,0.5166666666666667,0.5848484848484848
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.6956521739130433,0.55,0.6515151515151515
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.80 - 4.00,0.5978260869565216,0.5666666666666668,0.4636363636363637
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Other,0.27173913043478254,0.3166666666666667,0.12121212121212123
23-26,Female,American International University Bangladesh (AIUB),Engineering - CS ,2,3.40 - 3.79,0.06521739130434781,0.0,0.024242424242424246
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.41304347826086957,0.08333333333333333,0.15151515151515152
23-26,Male,North South University (NSU),Engineering - CS ,1,2.50 - 2.99,0.43478260869565205,0.4500000000000001,0.3333333333333333
18-22,Female,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,2,3.00 - 3.39,0.8913043478260868,1.0,0.8484848484848485
18-22,Male,Dhaka University (DU),Business and Entrepreneurship Studies,2,3.00 - 3.39,0.6956521739130433,0.31666666666666665,0.6181818181818183
18-22,Female,North South University (NSU),Engineering - CS ,1,3.40 - 3.79,0.7391304347826083,0.7000000000000002,0.43939393939393945
18-22,Male,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.43478260869565216,0.3333333333333333,0.3333333333333333
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,2.50 - 2.99,0.5108695652173912,0.5166666666666667,0.6666666666666667
23-26,Male,United International University (UIU),Engineering - CS ,4,2.50 - 2.99,0.8913043478260868,0.8666666666666666,0.8606060606060606
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,Other,0.5434782608695651,0.3833333333333333,0.2515151515151515
23-26,Male,Dhaka University (DU),Biological Sciences,4,3.40 - 3.79,0.6413043478260869,0.8999999999999998,0.7272727272727273
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.6521739130434782,0.7833333333333333,0.8545454545454547
23-26,Male,Dhaka University (DU),Other,4,3.00 - 3.39,0.5108695652173911,0.7166666666666668,0.875757575757576
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.40 - 3.79,0.3913043478260869,0.5000000000000001,0.24242424242424246
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.40 - 3.79,0.6521739130434782,0.48333333333333345,0.6151515151515151
18-22,Female,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,3,3.00 - 3.39,0.3369565217391304,0.03333333333333333,0.3242424242424243
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.23913043478260865,0.19999999999999998,0.3333333333333333
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.7826086956521736,0.7833333333333333,0.39090909090909093
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,2.50 - 2.99,0.7173913043478258,1.0,0.8545454545454547
23-26,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,3.40 - 3.79,0.45652173913043476,0.5333333333333333,0.6666666666666666
23-26,Male,Islamic University of Technology (IUT),Engineering - EEE,4,3.80 - 4.00,0.8804347826086956,1.0,0.6666666666666666
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.5434782608695651,0.4000000000000001,0.42727272727272725
18-22,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,3,2.50 - 2.99,0.7391304347826084,1.0,0.9696969696969698
23-26,Male,Islamic University of Technology (IUT),Engineering - CS ,4,3.40 - 3.79,0.7717391304347824,0.8500000000000001,0.5757575757575758
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.4130434782608695,0.19999999999999998,0.3696969696969697
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,Below 2.50,0.6195652173913042,0.55,0.6212121212121212
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.5652173913043477,0.26666666666666666,0.26363636363636367
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,2.50 - 2.99,0.41304347826086946,0.6833333333333332,0.8242424242424244
18-22,Male,Islamic University of Technology (IUT),Engineering - EEE,1,3.80 - 4.00,0.45652173913043465,0.16666666666666666,0.17575757575757575
18-22,Female,North South University (NSU),Engineering - CS ,3,2.50 - 2.99,0.6304347826086956,0.31666666666666665,0.46060606060606063
18-22,Female,North South University (NSU),Engineering - CS ,4,3.40 - 3.79,0.8043478260869561,0.5500000000000002,0.5454545454545455
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.7173913043478258,0.55,0.8636363636363639
18-22,Female,Dhaka University (DU),Business and Entrepreneurship Studies,2,3.40 - 3.79,0.8043478260869563,0.9333333333333332,0.9303030303030303
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,3,2.50 - 2.99,0.25,0.0,0.0
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.6630434782608695,0.55,0.2212121212121212
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.6195652173913042,0.6333333333333333,0.6757575757575759
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - EEE,4,3.00 - 3.39,0.3913043478260868,0.6000000000000001,0.596969696969697
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.00 - 3.39,0.5434782608695652,0.46666666666666673,0.2727272727272727
27-30,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,0,3.00 - 3.39,0.5869565217391304,0.48333333333333345,0.24545454545454548
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.4782608695652172,0.5666666666666668,0.37272727272727274
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.40 - 3.79,0.30434782608695643,0.5833333333333334,0.5212121212121212
23-26,Female,North South University (NSU),Engineering - CS ,3,Below 2.50,0.5217391304347825,0.6166666666666668,0.3575757575757576
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.6413043478260868,0.6833333333333335,0.34545454545454546
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.5978260869565216,0.55,0.49696969696969695
18-22,Male,Rajshahi University (RU),Engineering - CS ,3,3.80 - 4.00,0.8478260869565215,0.5,0.7303030303030306
18-22,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.467391304347826,0.3666666666666667,0.36363636363636365
27-30,Female,Dhaka University of Engineering and Technology (DUET),Engineering - EEE,4,2.50 - 2.99,0.8913043478260868,0.9333333333333332,0.693939393939394
18-22,Female,Dhaka University (DU),Other,3,3.40 - 3.79,0.8369565217391303,1.0,1.0
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,1,3.80 - 4.00,0.8043478260869563,0.6833333333333332,0.6969696969696971
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.8043478260869563,0.7333333333333334,0.9606060606060607
18-22,Male,Rajshahi University of Engineering and Technology (RUET),Engineering - Mechanical Engineering ,2,2.50 - 2.99,0.3478260869565217,0.48333333333333334,0.16666666666666669
18-22,Male,Islamic University of Technology (IUT),Engineering - Civil Engineering ,1,2.50 - 2.99,0.8478260869565214,0.4166666666666667,1.0
23-26,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.7934782608695651,0.9333333333333332,0.9757575757575757
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.6956521739130433,0.6666666666666666,0.787878787878788
18-22,Male,Patuakhali Science and Technology University,Engineering - CS ,1,3.80 - 4.00,0.5108695652173911,0.3333333333333333,0.41818181818181815
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Other,0.3804347826086956,0.6,0.33333333333333337
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,3,3.00 - 3.39,0.34782608695652173,0.8166666666666668,0.893939393939394
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - EEE,3,3.80 - 4.00,0.4782608695652173,0.3333333333333333,0.045454545454545456
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.48913043478260865,0.3333333333333333,0.4393939393939394
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,1,Other,0.7934782608695651,0.8833333333333332,0.5727272727272728
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.8260869565217391,1.0,0.9515151515151518
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.902173913043478,0.6666666666666666,0.6818181818181819
18-22,Female,North South University (NSU),Engineering - CS ,1,Below 2.50,0.8478260869565215,0.9499999999999998,0.6818181818181819
23-26,Female,Dhaka University (DU),Other,3,3.40 - 3.79,0.5869565217391303,0.85,0.6121212121212123
23-26,Female,Dhaka University (DU),Biological Sciences,4,3.00 - 3.39,0.5434782608695651,0.4833333333333334,0.2181818181818182
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.7173913043478259,0.7833333333333333,0.6575757575757577
18-22,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,3,2.50 - 2.99,0.8695652173913043,0.8333333333333334,0.712121212121212
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Below 2.50,0.2065217391304347,0.0,0.07575757575757576
23-26,Female,American International University Bangladesh (AIUB),Engineering - CS ,4,3.80 - 4.00,0.6195652173913042,0.75,0.4393939393939394
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,3.00 - 3.39,0.9239130434782605,1.0,0.6090909090909093
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,Below 2.50,0.48913043478260854,0.6666666666666666,0.5242424242424243
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.5869565217391303,0.46666666666666673,0.4696969696969698
18-22,Female,"Independent University, Bangladesh (IUB)",Other,1,2.50 - 2.99,0.6195652173913042,0.7333333333333334,0.6969696969696971
18-22,Female,Patuakhali Science and Technology University,Engineering - CS ,3,3.00 - 3.39,0.902173913043478,0.65,0.681818181818182
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Below 2.50,0.7391304347826083,0.8333333333333334,0.5303030303030304
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.5434782608695652,0.6333333333333334,0.5484848484848486
18-22,Female,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,3.40 - 3.79,0.8586956521739129,0.8000000000000002,0.9696969696969697
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,3,3.40 - 3.79,0.4782608695652173,0.21666666666666665,0.21212121212121215
18-22,Prefer not to say,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.8043478260869563,0.7000000000000002,0.8787878787878789
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,2.50 - 2.99,0.6086956521739129,0.7833333333333332,0.8606060606060609
18-22,Male,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,1,Other,0.7826086956521738,0.7500000000000001,0.35151515151515156
18-22,Male,Islamic University of Technology (IUT),Business and Entrepreneurship Studies,3,3.00 - 3.39,0.46739130434782594,0.25,0.2878787878787879
23-26,Female,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,2.50 - 2.99,0.6739130434782606,1.0,0.8333333333333334
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Other,0.0,0.5833333333333334,0.30606060606060614
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,4,3.00 - 3.39,0.3586956521739129,0.2333333333333333,0.2727272727272727
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.8478260869565215,0.8999999999999999,0.5757575757575758
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.00 - 3.39,0.6304347826086956,0.23333333333333336,0.4606060606060606
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.00 - 3.39,0.826086956521739,0.8000000000000002,0.7484848484848488
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.00 - 3.39,0.5978260869565216,0.5333333333333333,0.6181818181818183
18-22,Female,Patuakhali Science and Technology University,Engineering - CS ,1,3.00 - 3.39,0.5217391304347825,0.35000000000000003,0.30303030303030304
18-22,Male,Dhaka University (DU),Environmental and Life Sciences,3,2.50 - 2.99,0.25,0.0,0.1303030303030303
23-26,Female,Islamic University of Technology (IUT),Engineering - Civil Engineering ,0,3.00 - 3.39,0.40217391304347816,0.4000000000000001,0.6121212121212123
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.00 - 3.39,0.6304347826086955,0.7166666666666667,0.6303030303030304
18-22,Female,Dhaka University (DU),Biological Sciences,4,3.40 - 3.79,0.7934782608695652,1.0,0.5090909090909091
23-26,Male,Dhaka University (DU),Biological Sciences,3,3.80 - 4.00,0.684782608695652,0.6333333333333334,0.24242424242424246
18-22,Female,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,1,Other,0.8586956521739129,0.8000000000000002,1.0
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,4,3.00 - 3.39,0.5978260869565215,0.3,0.19696969696969696
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.5869565217391304,0.43333333333333335,0.4484848484848485
23-26,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,3.00 - 3.39,0.5,0.3333333333333333,0.6666666666666666
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.6521739130434782,0.8833333333333334,0.9636363636363636
23-26,Male,Dhaka University (DU),Other,0,2.50 - 2.99,0.7826086956521737,0.9666666666666665,0.7393939393939394
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,3,2.50 - 2.99,0.3695652173913042,0.8166666666666668,0.9090909090909092
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.45652173913043476,0.4833333333333334,0.2212121212121212
23-26,Male,"Independent University, Bangladesh (IUB)",Environmental and Life Sciences,4,2.50 - 2.99,0.7608695652173912,0.5333333333333333,0.4787878787878788
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,1,Other,0.7282608695652171,0.4000000000000001,0.4303030303030303
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,2.50 - 2.99,0.576086956521739,0.5833333333333334,0.8787878787878788
18-22,Male,Patuakhali Science and Technology University,Engineering - CS ,3,3.00 - 3.39,0.8913043478260868,0.65,0.7939393939393938
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.24999999999999992,0.25000000000000006,0.25757575757575757
23-26,Male,Dhaka University (DU),Other,3,3.00 - 3.39,0.1847826086956521,0.26666666666666666,0.3333333333333333
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,2.50 - 2.99,0.576086956521739,0.65,0.503030303030303
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.39130434782608686,0.2333333333333333,0.09090909090909093
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,2,3.00 - 3.39,0.3478260869565217,0.41666666666666674,0.43030303030303035
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.40 - 3.79,0.8586956521739129,1.0,0.7878787878787878
23-26,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,1,3.00 - 3.39,0.6521739130434782,0.6000000000000001,0.6878787878787879
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.7173913043478259,0.8000000000000002,0.5454545454545455
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,2.50 - 2.99,0.3152173913043478,0.3333333333333333,0.28787878787878796
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.8260869565217388,1.0,0.7121212121212123
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.80 - 4.00,0.760869565217391,0.9333333333333332,0.693939393939394
Below 18,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,1,3.00 - 3.39,0.46739130434782594,0.3,0.3333333333333333
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.4999999999999999,0.0,0.0
18-22,Female,United International University (UIU),Other,1,Other,0.7282608695652172,0.7000000000000001,0.7545454545454546
23-26,Male,Dhaka University (DU),Other,3,3.00 - 3.39,0.42391304347826075,0.4166666666666667,0.36363636363636365
23-26,Male,Islamic University of Technology (IUT),Engineering - EEE,3,3.40 - 3.79,0.760869565217391,0.6,0.45454545454545464
18-22,Male,"Independent University, Bangladesh (IUB)",Environmental and Life Sciences,1,3.80 - 4.00,0.8260869565217389,0.8000000000000002,0.7909090909090909
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.3478260869565217,0.43333333333333335,0.4484848484848485
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.80 - 4.00,0.4782608695652173,0.4666666666666666,0.5484848484848486
18-22,Female,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.7391304347826085,1.0,0.8636363636363639
18-22,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,1,3.00 - 3.39,0.22826086956521738,0.18333333333333335,0.30303030303030304
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.5217391304347825,0.5333333333333333,0.44545454545454555
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.8913043478260868,0.9666666666666665,0.8030303030303032
18-22,Male,Rajshahi University of Engineering and Technology (RUET),Engineering - CS ,1,Other,0.6304347826086955,1.0,0.8787878787878789
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.4782608695652174,0.75,0.5636363636363637
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.08695652173913042,0.35000000000000003,0.38181818181818183
23-26,Male,Islamic University of Technology (IUT),Engineering - EEE,4,3.40 - 3.79,0.902173913043478,1.0,0.6818181818181819
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.4891304347826084,0.18333333333333335,0.2818181818181818
18-22,Female,Dhaka University (DU),Environmental and Life Sciences,4,3.00 - 3.39,0.7499999999999999,0.8500000000000001,0.4151515151515152
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - Other,3,3.00 - 3.39,0.40217391304347816,0.8833333333333332,0.9545454545454547
18-22,Male,North South University (NSU),Engineering - CS ,4,3.00 - 3.39,0.5652173913043478,0.4166666666666667,0.41515151515151516
